id,created_at,text,likes,retweets,replies
1909416842382524711,2025-04-08T01:23:45+00:00,"@tobeloved80 @RpsAgainstTrump This whole string is laughable and a prime example of what a cult MAGA truly is. 

The day after the election the #1 google search was “what is a tariff”

Now everyone in the thread is “trump needs to be left alone to enact these tariffs” and “ we need these tariffs”

These will",0,0,0
1909416838485680506,2025-04-08T01:23:44+00:00,@BombChelleMama_ I made a backup a few years ago when dm limits were big. I was trying to help someone with severe depression. Went over the dm limit so I made the backup to make sure they were okay. Ended up keeping it because I like that it's a smaller account.,0,0,0
1909416837504512259,2025-04-08T01:23:43+00:00,"Can you help me out?  I am trying to  get a free gift.
Hello friends, I need your help to click this link below to get more puppy snacks for my new pet!! 
https://t.co/k1qELRjJYo",0,0,0
1909416834966696195,2025-04-08T01:23:43+00:00,"In life, you will go through certain paíns alone. Don't háte anyone who wasn't there for you, they were there for themselves because nobody was there for them.",1,0,0
1909416834870259962,2025-04-08T01:23:43+00:00,"It’s why I love writing dark poems cause wdym writing about suicide = the artist been su*cidal. I think it’s shallow but in a way it makes sense. It’s why I’m at the average spot still struggling.
You can’t make true art if you’re afraid to tap into the darkest part.",0,0,0
1909416833754542319,2025-04-08T01:23:43+00:00,"@Ze1ooooo @WhiteHouse @VP Thanks. 😄  but in all seriousness, this man grew up watching his mother in active addiction and 10 years sober and still here is special. I speak as someone who has lost very close people to addiction.",0,0,0
1909416830847893749,2025-04-08T01:23:42+00:00,asked my brother to explain how he  grew up around our parents and we sat and talked for 3 hours about how fucked up our family was and it was so validating and refreshing to see how he perceived the familial dynamics i thought i was alone in???,0,0,0
1909416829442785507,2025-04-08T01:23:42+00:00,"I was totally overwhelmed by my admirers yesterday, I couldn’t handle it! called my boo to tell it all and my baby said aren’t you a celebrity😭",0,0,0
1909416826473160932,2025-04-08T01:23:41+00:00,maybe i'm just better off alone.,0,0,0
1909416826183770251,2025-04-08T01:23:41+00:00,"I never had allergies before in my life

This shit is getting me suicidal wtf, how do you guys live with this https://t.co/wt3i9nWSaw",0,0,1
1909416825177223626,2025-04-08T01:23:41+00:00,"Spring semester just began! Need help with your course work? 
✓Essay due
✓Paper Pay
✓finance
✓Dissertation
✓Essay
✓Geometry.
✓Online class
✓Assignment..
Precalculus
DM now!....",0,0,0
1909416818801881439,2025-04-08T01:23:39+00:00,@elonmusk @BasedMikeLee Suicidal Empathy=idiocy,0,0,0
1909416817769980271,2025-04-08T01:23:39+00:00,@WallStreetApes Good information. I am not pulling out of anything. Leave it alone. It has always come back every time in the last 30 years. My 401K is solid and I am not in the least worried about it. I am in the good hands.  Go Trump keep up the good work.,0,0,0
1909416814049702054,2025-04-08T01:23:38+00:00,@VividProwess Suicidal empathy 100%. God said not to spare any of them when moving into the Promised Land…..,0,0,0
1909416813844181015,2025-04-08T01:23:38+00:00,"@Zazamyodor If you're like to call,' HUNG UP'
If you need help, ' Hung up and dial your operater' 💀",0,0,0
1909416810526486843,2025-04-08T01:23:37+00:00,"@PierrePoilievre Poilievre says 50,000 will get treatment—but where? Canada lacks beds, staff, &amp; funding. Banning safe use sites, which reversed 58,000+ ODs since 2017, puts lives at risk. You don’t fight addiction by cutting lifelines. #cdnpoli #HarmReduction #AddictionCrisis",0,0,0
1909416810513920479,2025-04-08T01:23:37+00:00,@lindz_malindz Leave that dick alone please,0,0,0
1909416809737904473,2025-04-08T01:23:37+00:00,"I was walking home from the convenience store (gaijin for konbini) when a truck almost hit me. I have anime figures on my shelf, I sleep in a futon, I had a bag with cup noodles in. I'm depressed. Surely now was my time to go to an isekai fantasy. The truck stopped and honked :(",0,0,0
1909416807003570458,2025-04-08T01:23:36+00:00,"Ion ask a mf for shit, cus I don’t need nobody feeling like I can’t do shit without they help",1,0,0
1909416806756061498,2025-04-08T01:23:36+00:00,@ProjectLincoln Isn't this your wife in her VERY expensive accessories Rick? Ppl in glass houses need to leave @PressSec ALONE😡 https://t.co/TZHzHEasKa,0,0,0
1909416804478599206,2025-04-08T01:23:36+00:00,"Last night was terrible. Had a panic attack almost an hour i dont check the time. Had to handle it alone, privately.",0,0,0
1909416800485339575,2025-04-08T01:23:35+00:00,I needed to hear this tonight. Am I alone on this? 🥵 https://t.co/MBlIBEeNt7,0,0,0
1909416800019677584,2025-04-08T01:23:35+00:00,"@victorliang311 @wedonttolerate @INEOS He’s not even better than Barthez let alone de gea all them man,his passing has to be one of the most overrated ability I’ve heard he’s jst as bad as de gea bro kicks it out of ply even when he has time 😂🤦🏻‍♂️",0,0,0
1909416797364707704,2025-04-08T01:23:34+00:00,"Need your help, mate, to get to 500 verified followers 
🦋 @RajveerrRathod",1,0,1
1909416796274163871,2025-04-08T01:23:34+00:00,"@woundedbandages You are not alone, I had a similar issue Not quit long ago and it was commendable how fast he helped me fixed it. Reach out to their @get_hacks_ for help and recovery.",0,0,0
1909416792906219566,2025-04-08T01:23:33+00:00,"Draining you tiny dick losers submit sorry beta sissy’s 🐙💕🖤💋✨🤭

Findom sissy snowbunny bnwo cuck Joi petite Latina roleplay sexting cei beta fendom relapse simp pyt abuse fantasy crypto https://t.co/fW0vCSblqj",0,0,0
1909416792239599646,2025-04-08T01:23:33+00:00,"@DavidgdMM @atensnut How many homeless veterans could this help?Good point, Steven.Too often, the government burns money on fancy programs while turning a blind eye to those who truly need help.We have tens of thousands of veterans who have given their lives for our country and are now living on the",0,0,0
1909416791429751176,2025-04-08T01:23:32+00:00,"Spring semester just began! Need help with your course work? 
✓Essay due
✓Paper Pay
✓finance
✓Economics
✓Essay
✓Geometry.
✓Online class
✓Assignment..
Precalculus
DM now!....",0,0,0
1909416788552528096,2025-04-08T01:23:32+00:00,"@BryceMLipscomb @KelloggsUS After abused system dries up, they’ll be in lines for jobs. You don’t work/ you don’t eat (not talking about our fellow Americans who really do need help).",0,0,0
1909416786568556591,2025-04-08T01:23:31+00:00,"@Iwantabetacode1 @ZoneXbez One of the best puzzles in my opinion is the totem challenge at IX.

getting the exact zombie symbol right took time, too bad some big ones need dev help to be relevant...",0,0,0
1909416784777650546,2025-04-08T01:23:31+00:00,"@Leejay1963 @SamanthaTaghoy You’d think so. But take it one step further. Chess. Pure thinking power alone. No physical technique required at all. Still, the #1 woman in the world would rank somewhere around 70th place. The second best woman in the world is probably 200th.",0,0,0
1909416783305752967,2025-04-08T01:23:31+00:00,"Can you help me out?  I am trying to  get a free gift.
Hello friends, I need your help to click this link below to get more puppy snacks for my new pet!! 
https://t.co/GKdelJrvMg",0,0,0
1909416782101684502,2025-04-08T01:23:30+00:00,"@livinlikelaur3n Help haha I love that though, need to show her more love I guess 👀",0,0,0
1909416780029641117,2025-04-08T01:23:30+00:00,@BNNBloomberg lol. A liberal paid poll. Sure we believe that. Carney cancelled a carbon tax he supported to buy votes. Pierre wanted it gone all alone. How much did the liberals take in the past 5 years with that tax. Gas here went from 1.50 to 1.21. So $15 ave extra a fill for 50L x52x5 yrs.,0,0,0
1909416778251333647,2025-04-08T01:23:29+00:00,"@elonmusk Hello, Mr. Ilan Mask, I'm sorry to disturb you like this, the economic situation in Iran is very bad, it is very easy for you to help a 12-year-old girl, please help me to save my daughter from cancer, please look into your child's eyes, we need your help, thank you",0,0,0
1909416776237998193,2025-04-08T01:23:29+00:00,"It pains to lose your savings to scammers
I almost committed suicide when I fell victim, but @cyberworld_pro recovered back my stolen funds
Send them an inbox to help you https://t.co/BalvAsmnsx",0,0,0
1909416775998922754,2025-04-08T01:23:29+00:00,@FROSTISZN @Polar_BAM @interludetrap Yeh idk wth bro talking abt they all rock it j ill say they don’t rock it alone anymore like it being the main focus &amp; tbh that’s for every opium member .,0,0,0
1909416775948652670,2025-04-08T01:23:29+00:00,"@That1guy69691 @ALadyNamedKatie Oh hey Jeff still runnin' a group of pedos and women rapists? I remember when you wouldnt leave me the fuck alone, remember what I talked to you about?",0,0,0
1909416774509945224,2025-04-08T01:23:28+00:00,@BlazeBinges Yes. For the sound track and visuals alone... yes.,0,0,0
1909416772886835258,2025-04-08T01:23:28+00:00,Omg and d I can wear my sport bra and biker shorts with no big t shirt bc I'll be all alone 😍😍😍😍🏀💦💦,0,0,0
1909416769523269940,2025-04-08T01:23:27+00:00,"@TheEXECUTlONER_ ""Suicide""",0,0,0
1909416769447772302,2025-04-08T01:23:27+00:00,@iAnonPatriot Just their way of telling you that you need help.,0,0,0
1909416766482108656,2025-04-08T01:23:27+00:00,"Me and the man in the mirror 
Best believe I don’t need help",0,0,0
1909416763340853498,2025-04-08T01:23:26+00:00,"@RazorWireFence @IlhanMN Everyone’s taking Trump seriously because the economy is getting fked up! 
Recession depression?",0,0,0
1909416760870060223,2025-04-08T01:23:25+00:00,I’m fine w being alone,0,0,0
1909416757552726029,2025-04-08T01:23:24+00:00,"@UFOdonut @BrianChaires7 @TalkinBaseball_ I... understand what you're saying. I have no idea if it's accurate. But even if the Padres have a much better season, how does that make the Dodgers less successful in the regular season? They alone aren't causing the Dodgers to miss the playoffs somehow.",0,0,0
1909416756822630846,2025-04-08T01:23:24+00:00,"@AhmedErragragy @LadMusiala @krenarkas @barcaaxh Our main DM was casado at this time, ter stegen is a liability, and for olmo yeah that was an important but fermin is a very good sub.

That's not comparable to play with muller and gnabry in big 2025, musiala miss alone was way more important than Olmo or FDJ by a mile",0,0,0
1909416755207745700,2025-04-08T01:23:24+00:00,"I am also feeling a bit more depressed than normal because of today going to be more boring than many other days, luckly tomorrow will be better without doubt. https://t.co/UEtVyDwigq",0,0,0
1909416754499272846,2025-04-08T01:23:24+00:00,"@depressed_kid27 @sheikielives @kirawontmiss 40.3% of adults are obese.

💀""She/They"" yeah you aren't everyone",0,0,0
1909416754243153945,2025-04-08T01:23:24+00:00,"@ProudElephantUS She loathes Trump. She was friendly to him to get on the bench for 1 reason and 1 reason alone- overturn Roe V Wade. Once that was complete, no need for her to be conservative.",0,0,0
1909416751076720930,2025-04-08T01:23:23+00:00,"Hello, Mr. Ilan Mask, I'm sorry to disturb you like this, the economic situation in Iran is very bad, it is very easy for you to help a 12-year-old girl, please help me to save my daughter from cancer, please look into your child's eyes, we need your help, thank you https://t.co/WCiodaWmCR",0,0,0
1909416750510158059,2025-04-08T01:23:23+00:00,"@venalardor No. No you're not. You did what you had to do in order to stay alive. None of this makes you a monster Maddie. You shouldn't have gone through this alone. You deserved better... So much more

*he whispered, his lips pressed against her head. A part of him is angry knowing - - -",0,0,0
1909416749990395982,2025-04-08T01:23:23+00:00,"@favourious02 You are not alone, I had a similar issue Not quit long ago and it was commendable how fast he helped me fixed it. Reach out to their @get_hacks_ for help and recovery.",0,0,0
1909416747524108331,2025-04-08T01:23:22+00:00,Dj Shinski - Naija Overdose Mix Vol 15,0,0,0
1909416742134104149,2025-04-08T01:23:21+00:00,@onwe_tc @Okwesilieze82 Very hopeless bastards,0,0,0
1909416741211435411,2025-04-08T01:23:21+00:00,"@SlanderedSaint2 What part of “completely halting all trains” says “through words alone” to you, exactly??
🤔👀",0,0,0
1909416740905230646,2025-04-08T01:23:20+00:00,@RepRoKhanna Get ready for another Great Depression Ro. We will be lucky if we don't get into a nuclear war with our main adversary.,0,0,0
1909416739219140688,2025-04-08T01:23:20+00:00,30 is realizing it’s okay to be alone.,0,0,0
1909416736715063487,2025-04-08T01:23:19+00:00,"@DareenAbod Hello Mariam, Are you still in need of support? @DareenAbod , How can I help?  @DareenAbod",0,0,0
1909416731115769886,2025-04-08T01:23:18+00:00,@DPGBehler My husband wasn't with me a lot but it's because he is in the military and was deployed. Also a lot of police and firefighter wives come to church alone because their spouses have to work. You never know the circumstance.,0,0,0
1909416731048661206,2025-04-08T01:23:18+00:00,"Spring semester just began! Need help with your course work? 
✓Essay due
✓Paper Pay
✓finance
✓Essay
✓Geometry.
✓Online class
✓Assignment..
Precalculus
DM now!....",0,0,0
1909416730817863773,2025-04-08T01:23:18+00:00,"@blueiziz I feel sorry about everything that is happening, Iz... some people just difficult to deal with. I hope the situation gets better soon. :(

we're here if you need help anyway!",2,0,0
1909416730734346583,2025-04-08T01:23:18+00:00,"💖 Dreaming of K-pop merch but need a Korean address?

Qixbox is here to help! 🌈
Get your own Korean address today and access all the must-have K-pop items from Korea! 🚚💨

Start your shopping spree now!

_____________________

Do you need a warehouse in Korea to store your https://t.co/qU3eAwlKpb",0,0,0
1909416726531293290,2025-04-08T01:23:17+00:00,@WhiteHouse @VP What a beautiful story of redemption and forgiveness. God is shining through the pain of addiction. @VP what a blessing to honor your mom. Even when we fail as mama’s our love runs as deep as the blood in our veins for our kids. Your family is beautiful and I am thankful for you,0,0,0
1909416724748706044,2025-04-08T01:23:17+00:00,"From childhood's hour I have not been
As others were; I have not seen
As others saw; I could not bring
My passions from a common spring.
From the same source I have not taken
My sorrow; I could not awaken
My heart to joy at the same tone;
And all I loved, I loved alone.
Then- in",0,0,0
1909416724354793789,2025-04-08T01:23:16+00:00,need some help ig,0,0,0
1909416721217184101,2025-04-08T01:23:16+00:00,The lights just flickered and I’m home alone in the tub literally almost shitted on myself😭😭😭,0,0,0
1909416720562856311,2025-04-08T01:23:16+00:00,"@itsqueenj94 @itsqueenj94  Need any last  minute help ?

Let @ClassExpertShe2   assist you with your online classes, homework, or assignments ! 
  
  📲 Reach us on WhatsApp   at: +1(516)274-0925 for top-notch help with your studies !

 https://t.co/BsSCHAGjAj",0,0,0
1909416717991747962,2025-04-08T01:23:15+00:00,@TRHLofficial She’s mad she had had to eat lunch alone every day like Stephen Glansberg,0,0,0
1909416717828472908,2025-04-08T01:23:15+00:00,@XAVIAERD @Jax9799 Of course you call names.. that’s how you treat women… like they’re not women. Thus proving your real worth!! I could call you names but I’d rather point out how that’s a cowardice move!  We all can read all the stories. This isn’t the Great Depression!,0,0,0
1909416717471670681,2025-04-08T01:23:15+00:00,"@Jimmyyweb3 You are not alone, I had a similar issue Not quit long ago and it was commendable how fast he helped me fixed it. Reach out to their @get_hacks_ for help and recovery.",0,0,0
1909416715898741059,2025-04-08T01:23:14+00:00,postpartum depression took me there https://t.co/yRFQJgACrZ,0,0,0
1909416715156443300,2025-04-08T01:23:14+00:00,💛❤️ i lowkey wanna cut myself. but i don't want my mom to find out and beat my ass again so i need y'alls help with how i can hide my cuts or where else I can cut that no one usually checks? https://t.co/F9JPrLpsWA,0,0,0
1909416710781960314,2025-04-08T01:23:13+00:00,@memeticsisyphus I agree on Penny and Rittenhouse but Floyd almost certainly didn't overdose. The trial had 4 doctors testify and none thought that. Even the defense couldn't find a doctor who would say that.,0,0,0
1909416710329057400,2025-04-08T01:23:13+00:00,@Leah742 @realDonaldTrump Leave your money alone. I am. It will come right back up. The Art of the Deal. Patience.,0,0,0
1909416708361638241,2025-04-08T01:23:13+00:00,"this is bad
i'm addicted
sort of
at first i was
became desensitize
now what?
fap to help rest at night
insomnia never fall asleep
i claim i fap only at night before bed
sometimes i still jerk off during day
and it's bad
i need help
i need a new hobby
JIM JIM JIM JIM JIM JIM GYM https://t.co/yfQShxFDwY",1,0,0
1909416707795698041,2025-04-08T01:23:13+00:00,@VDAREJamesK Doing economic self harm and convincing yourself Asians are jealous of you is very bizarre. No word for it.,0,0,0
1909416706662867134,2025-04-08T01:23:12+00:00,@VP relapse is near,0,0,0
1909416706465767750,2025-04-08T01:23:12+00:00,"Need your help, mate, to get to 500 verified followers",0,0,0
